size,MAE,ppvalue,barrier,method,landscape
10,3.60186632142625,0.114039894826141,weak,clustering,densely
40,3.35011719513171,0.630248001450429,strong,random,densely
40,3.20644979876836,0.573907874111804,strong,random,densely
40,3.62125587018408,0.359025741815689,strong,random,densely
40,3.9473487074673,0.564059323309027,strong,random,densely
40,3.99050111341921,0.18582894776015,strong,random,densely
40,2.21349959139609,0.507328529741685,strong,random,densely
40,2.85196593961786,0.498254734734253,strong,random,densely
40,2.38263890128953,0.52917730148317,strong,random,densely
40,3.05691263548249,0.751562327903905,strong,random,densely
40,2.80263906219095,0.656558956391347,strong,random,densely
35,3.10937283448499,0.299296532686791,strong,random,densely
35,2.32899604713432,0.535633681937729,strong,random,densely
35,2.53974433810795,0.486223888989172,strong,random,densely
35,2.62657063072924,0.348044116612205,strong,random,densely
35,2.63462612746831,0.791594885460284,strong,random,densely
35,2.73391101533708,0.765333139157847,strong,random,densely
35,1.95639809826326,0.399755263412767,strong,random,densely
35,2.49758641904148,0.692129529690515,strong,random,densely
35,3.20720822704299,0.288157849991086,strong,random,densely
35,1.81722872299907,0.601755567402647,strong,random,densely
30,2.1125272214107,0.441446094070292,strong,random,densely
30,1.78463254322052,0.263163719033435,strong,random,densely
30,2.78405728106265,0.650895740358789,strong,random,densely
30,3.66972702507364,0.769653089788867,strong,random,densely
30,2.62780041490374,0.648386068931344,strong,random,densely
30,2.48002787013269,0.535265309446278,strong,random,densely
30,2.31557829388875,0.567579743385011,strong,random,densely
30,2.57574003463307,0.321563078462066,strong,random,densely
30,4.08290566779223,0.260927979788163,strong,random,densely
30,2.56204573840886,0.660837717126265,strong,random,densely
25,3.23604244466712,0.382737638577431,strong,random,densely
25,4.32580098767955,0.17260122148949,strong,random,densely
25,3.11613637594097,0.567858961203062,strong,random,densely
25,3.27505378536953,0.326122308412855,strong,random,densely
25,3.33883976038586,0.196590117815773,strong,random,densely
25,1.7975116687802,0.517152636581645,strong,random,densely
25,1.9624567267314,0.607997227422327,strong,random,densely
25,5.32199692917983,0.347934204755245,strong,random,densely
25,2.77803817800646,0.198252866512992,strong,random,densely
25,2.13911206659388,0.271059503579258,strong,random,densely
20,1.22274457558871,0.427101593871767,strong,random,densely
20,4.25310082867962,0.110282735146843,strong,random,densely
20,3.3996889846444,0.446159166091753,strong,random,densely
20,3.18597560457952,0.547111216067228,strong,random,densely
20,2.22311897707949,0.312961175781895,strong,random,densely
20,1.49974864206773,0.460812097845475,strong,random,densely
20,3.57716055766964,0.11794275743526,strong,random,densely
20,2.23739079856349,0.587099795241563,strong,random,densely
20,2.44434375807881,0.540823819409753,strong,random,densely
20,4.61285720748584,0.344958806843327,strong,random,densely
15,3.9241095629687,0.278377767399597,strong,random,densely
15,1.16495462926219,0.592401671790304,strong,random,densely
15,3.74005333516865,0.384092165103886,strong,random,densely
15,1.66910054054534,0.544089038853622,strong,random,densely
15,2.12090857161207,0.568811465647847,strong,random,densely
15,2.80060196322323,0.585536608594659,strong,random,densely
15,5.05328782990173,0.324369125063377,strong,random,densely
15,4.12535345798042,0.281019411651676,strong,random,densely
15,2.07869040226136,0.584674405976393,strong,random,densely
15,2.52214608431819,0.607897092732932,strong,random,densely
10,0.630090628304989,0.471115114204047,strong,random,densely
10,5.28399666969025,0.603050694217705,strong,random,densely
10,0.648708292893285,0.556682856565371,strong,random,densely
10,1.47642128069939,0.657837774365232,strong,random,densely
10,1.63111619377355,0.754250031120415,strong,random,densely
10,2.35265896515684,0.16364663808863,strong,random,densely
10,1.70596427382494,0.174120415562425,strong,random,densely
10,4.44165935243022,0.499936841132732,strong,random,densely
10,5.97618302091802,0.903939268200699,strong,random,densely
10,2.14247959312529,0.334015536298076,strong,random,densely
40,3.22136863198732,0.540773134674866,weak,random,densely
40,2.40483825895878,0.697926370230312,weak,random,densely
40,2.45893133541709,0.366522475870714,weak,random,densely
40,2.17181607978454,0.685869587767303,weak,random,densely
40,2.58755158733096,0.241687028620948,weak,random,densely
40,2.54095844636996,0.501718816199098,weak,random,densely
40,3.01424004903897,0.566242825759573,weak,random,densely
40,1.90029707290425,0.52926576951317,weak,random,densely
40,1.88494931044028,0.527768127338831,weak,random,densely
40,2.942348542608,0.806386221919808,weak,random,densely
35,1.70703475989258,0.305850676470176,weak,random,densely
35,1.4892790659721,0.461544662510972,weak,random,densely
35,3.0073753665424,0.708896517957674,weak,random,densely
35,2.54789337654667,0.260880043852535,weak,random,densely
35,3.2185503281484,0.682971768502847,weak,random,densely
35,2.72323505769352,0.799055831436531,weak,random,densely
35,1.43536905909216,0.458437526597383,weak,random,densely
35,1.44878646546426,0.518617965337571,weak,random,densely
35,1.14527178980868,0.497264722683743,weak,random,densely
35,2.31807198381645,0.681818098045704,weak,random,densely
30,2.2884865139122,0.33949259249604,weak,random,densely
30,1.02739248982503,0.39033343241728,weak,random,densely
30,2.51174761931448,0.618678986838359,weak,random,densely
30,3.60166770374902,0.829717306096354,weak,random,densely
30,2.39948124731902,0.540751204691952,weak,random,densely
30,2.09842842936337,0.537481802314816,weak,random,densely
30,1.85355283490245,0.578588918135198,weak,random,densely
30,2.4502141869419,0.236536640281825,weak,random,densely
30,3.71312642920214,0.227194822933387,weak,random,densely
30,2.20970737618596,0.710931765856863,weak,random,densely
25,2.84503118967876,0.301329313625461,weak,random,densely
25,3.52002407759822,0.132391245034547,weak,random,densely
25,2.09979138570089,0.644733877204913,weak,random,densely
25,2.94674781348195,0.348013756149896,weak,random,densely
25,2.98618268103654,0.348779441056468,weak,random,densely
25,1.55068311340774,0.473750690641511,weak,random,densely
25,2.63592088822744,0.721757280105104,weak,random,densely
25,3.8012691575898,0.506387508233762,weak,random,densely
25,1.86626297294283,0.20299620353486,weak,random,densely
25,0.8838366251419,0.478347076159599,weak,random,densely
20,2.51658722486431,0.295806595901119,weak,random,densely
20,3.0568021076868,0.224415208318003,weak,random,densely
20,1.33893173811843,0.414213232568308,weak,random,densely
20,1.82706886037687,0.460614957943062,weak,random,densely
20,1.76879903167495,0.327417859769658,weak,random,densely
20,1.90597641961592,0.601912328529952,weak,random,densely
20,2.29254453090833,0.272297924054305,weak,random,densely
20,2.29555873787213,0.786633359589662,weak,random,densely
20,2.96129080335968,0.814449147744878,weak,random,densely
20,2.8292263672137,0.79965450173007,weak,random,densely
15,2.0488754657203,0.294522988573671,weak,random,densely
15,2.32662722956518,0.718411539433435,weak,random,densely
15,3.62519256895463,0.728511213702863,weak,random,densely
15,2.14742502917645,0.468551741308084,weak,random,densely
15,3.19035040608291,0.735386533039641,weak,random,densely
15,2.34857360255273,0.581259463837062,weak,random,densely
15,2.90708020448692,0.227617165662951,weak,random,densely
15,3.92456149427681,0.778275141685283,weak,random,densely
15,1.89443159460882,0.377759076776025,weak,random,densely
15,2.25477889004724,0.362230050014705,weak,random,densely
10,0.548794167877816,0.574658177064143,weak,random,densely
10,4.67144190318759,0.520355516746818,weak,random,densely
10,2.89940994657719,0.527807831902826,weak,random,densely
10,0.739789660530455,0.708574622982613,weak,random,densely
10,1.24831359992956,0.691196018759601,weak,random,densely
10,1.05602750692014,0.385521850052015,weak,random,densely
10,1.49152870565371,0.665325225946861,weak,random,densely
10,3.54469595875424,0.873599982698634,weak,random,densely
10,3.2492992341821,0.784737847726861,weak,random,densely
10,3.54576374802966,0.339498207974203,weak,random,densely
40,3.69953776031392,0.322981002400275,strong,clustering,moderately
40,3.61839964669068,0.16921227363379,strong,clustering,moderately
40,2.99204355616577,0.232482082694786,strong,clustering,moderately
40,3.28814701892293,0.195439549357332,strong,clustering,moderately
40,2.65414015610932,0.398407941305206,strong,clustering,moderately
40,3.52374299127222,0.366117168045137,strong,clustering,moderately
40,3.25085967930377,0.26988331937088,strong,clustering,moderately
40,3.7708056638721,0.369344883971681,strong,clustering,moderately
40,3.97478676673397,0.564406099687228,strong,clustering,moderately
40,4.42944694039969,0.336249581757619,strong,clustering,moderately
35,3.39089327461674,0.295490695878922,strong,clustering,moderately
35,4.18131504333186,0.243780321410758,strong,clustering,moderately
35,3.52768598632443,0.158151545786084,strong,clustering,moderately
35,2.59375136578584,0.678170523653846,strong,clustering,moderately
35,2.91391136149399,0.37756749785652,strong,clustering,moderately
35,2.97707288802374,0.402582387568325,strong,clustering,moderately
35,3.8485807369689,0.441839562824762,strong,clustering,moderately
35,3.08080271427896,0.335205773917752,strong,clustering,moderately
35,3.23692334938627,0.257676360922168,strong,clustering,moderately
35,2.62219592418153,0.344304741872812,strong,clustering,moderately
30,3.37826998058473,0.351475191104464,strong,clustering,moderately
30,3.43927171130848,0.281354766717766,strong,clustering,moderately
30,2.92972769648286,0.58021206665764,strong,clustering,moderately
30,3.44292851552008,0.342385812541339,strong,clustering,moderately
30,3.9488200537261,0.388499273931203,strong,clustering,moderately
30,4.24671513921184,0.416096446662786,strong,clustering,moderately
30,2.95563916583161,0.284269507953821,strong,clustering,moderately
30,5.15766244041996,0.0549016673260278,strong,clustering,moderately
30,3.10299762651634,0.151183427288719,strong,clustering,moderately
30,2.80295357147665,0.421639853377749,strong,clustering,moderately
25,3.67851753858642,0.130170661005635,strong,clustering,moderately
25,1.87039178619987,0.609225900285927,strong,clustering,moderately
25,3.82680892628016,0.509080488358861,strong,clustering,moderately
25,4.06028430751096,0.185613920107514,strong,clustering,moderately
25,3.86588703689054,0.141811404180122,strong,clustering,moderately
25,1.93848604638344,0.499871372627329,strong,clustering,moderately
25,3.48930042229078,0.329923717720532,strong,clustering,moderately
25,2.03191635282585,0.480245837849011,strong,clustering,moderately
25,3.78972834711563,0.365835656508577,strong,clustering,moderately
25,4.83839083945712,0.14186525629732,strong,clustering,moderately
20,1.58830993309602,0.228151880234058,strong,clustering,moderately
20,1.94855697503045,0.563740577634752,strong,clustering,moderately
20,3.8439234262209,0.309321616101381,strong,clustering,moderately
20,1.41458691439519,0.666691039686189,strong,clustering,moderately
20,1.88783171656772,0.582537604500914,strong,clustering,moderately
20,3.44152009676469,0.344606055219155,strong,clustering,moderately
20,1.93210425901248,0.579094179794308,strong,clustering,moderately
20,3.74252802870432,0.456953629607588,strong,clustering,moderately
20,3.56997062269402,0.595390761964445,strong,clustering,moderately
20,1.62189401441214,0.669328279318969,strong,clustering,moderately
15,7.95099539692541,0.0321645229816224,strong,clustering,moderately
15,3.09580386662919,0.474243327543503,strong,clustering,moderately
15,3.29897071147368,0.210371577074678,strong,clustering,moderately
15,4.2025378924257,0.416766148976387,strong,clustering,moderately
15,2.26854240100152,0.41221990044756,strong,clustering,moderately
15,6.21359127154844,0.0338639225387039,strong,clustering,moderately
15,4.29793809234411,0.200001965011816,strong,clustering,moderately
15,2.38911312409662,0.446118692185418,strong,clustering,moderately
15,2.94166560685897,0.555076234000931,strong,clustering,moderately
15,2.77945847716338,0.739229555889584,strong,clustering,moderately
10,1.83497948257131,0.57037125645699,strong,clustering,moderately
10,0.252693328571548,0.518832999805105,strong,clustering,moderately
10,4.09576009454553,0.166086918412172,strong,clustering,moderately
10,3.16381300847227,0.176373087357994,strong,clustering,moderately
10,5.9263573974449,0.137606789459084,strong,clustering,moderately
10,1.40185739097363,0.635907165953775,strong,clustering,moderately
10,6.72102782605093,0.0464287131275658,strong,clustering,moderately
10,4.04755912875987,0.0678481890124019,strong,clustering,moderately
10,2.99991710000133,0.751376051720597,strong,clustering,moderately
10,3.76819147585956,0.125829139797255,strong,clustering,moderately
40,3.31314562271763,0.348374590177065,weak,clustering,moderately
40,2.19009356534335,0.368655740210775,weak,clustering,moderately
40,2.70937525054318,0.520995611272021,weak,clustering,moderately
40,2.45972796117191,0.294704219243122,weak,clustering,moderately
40,2.67494751439117,0.566885009999804,weak,clustering,moderately
40,2.33739421899333,0.499850808082213,weak,clustering,moderately
40,2.2083029517333,0.552544441081484,weak,clustering,moderately
40,2.50340352512657,0.41320620146838,weak,clustering,moderately
40,3.11475052133976,0.538603836601465,weak,clustering,moderately
40,3.1630120270649,0.337402997213212,weak,clustering,moderately
35,3.54022268548671,0.189552313620919,weak,clustering,moderately
35,3.4865617559097,0.192763041483679,weak,clustering,moderately
35,3.12423201884958,0.180889217776976,weak,clustering,moderately
35,2.43981950303386,0.642028713722798,weak,clustering,moderately
35,2.22717151779198,0.494129260339426,weak,clustering,moderately
35,2.53267130142879,0.349919468812533,weak,clustering,moderately
35,3.38484122128579,0.726375359294757,weak,clustering,moderately
35,2.14363816349491,0.450002823858532,weak,clustering,moderately
35,2.86955588578551,0.231106258710982,weak,clustering,moderately
35,1.81767321625402,0.55865425911071,weak,clustering,moderately
30,2.01830160968484,0.489300953931138,weak,clustering,moderately
30,2.6546465810311,0.342879643315786,weak,clustering,moderately
30,3.05587470310514,0.707238986511876,weak,clustering,moderately
30,2.81834726622755,0.322605296853232,weak,clustering,moderately
30,2.84011681603773,0.350574323554668,weak,clustering,moderately
30,2.5433727884956,0.568291162217776,weak,clustering,moderately
30,1.63087889387229,0.5770567394938,weak,clustering,moderately
30,3.66584982663558,0.147410397802138,weak,clustering,moderately
30,3.1817240328686,0.182539163074275,weak,clustering,moderately
30,2.43762366154865,0.438386002460037,weak,clustering,moderately
25,2.52742843798278,0.40737352323414,weak,clustering,moderately
25,1.64776713278281,0.514373776701368,weak,clustering,moderately
25,3.06689018164979,0.595440507150541,weak,clustering,moderately
25,2.77882725190343,0.603512505087162,weak,clustering,moderately
25,3.12125748118938,0.591526973764782,weak,clustering,moderately
25,2.42979587056437,0.615832982269509,weak,clustering,moderately
25,1.46559990425478,0.454436468299304,weak,clustering,moderately
25,2.00357394412465,0.646223604259484,weak,clustering,moderately
25,3.05797738982269,0.599072565382405,weak,clustering,moderately
25,2.33550194813798,0.292944259379698,weak,clustering,moderately
20,1.22938686882672,0.360554941871497,weak,clustering,moderately
20,1.63778545822506,0.610175339094196,weak,clustering,moderately
20,2.93484503033064,0.50860349874809,weak,clustering,moderately
20,1.94453449898665,0.480579396248734,weak,clustering,moderately
20,1.8225493516479,0.620883637192532,weak,clustering,moderately
20,2.5098161539102,0.368103351630047,weak,clustering,moderately
20,2.3536702045857,0.685476859543527,weak,clustering,moderately
20,2.30612506938696,0.43265729852493,weak,clustering,moderately
20,3.12170606493847,0.652055003327732,weak,clustering,moderately
20,1.8059262834829,0.600320262048887,weak,clustering,moderately
15,4.87279918598526,0.105464406045313,weak,clustering,moderately
15,2.42682766170713,0.356712675618448,weak,clustering,moderately
15,2.42638740553066,0.278003441698271,weak,clustering,moderately
15,3.76827250001329,0.456600573587004,weak,clustering,moderately
15,2.92642156938058,0.209243997594422,weak,clustering,moderately
15,3.65564194080339,0.24190847550365,weak,clustering,moderately
15,3.56188722860917,0.169783422372266,weak,clustering,moderately
15,1.60126047818716,0.501806573144718,weak,clustering,moderately
15,2.40239823387489,0.510962103380979,weak,clustering,moderately
15,2.80673755567361,0.763752079314382,weak,clustering,moderately
10,2.74104276103362,0.800698291601642,weak,clustering,moderately
10,1.05957438087815,0.374940122834078,weak,clustering,moderately
10,2.97593230743891,0.365773100530058,weak,clustering,moderately
10,1.04511048670417,0.383989733589201,weak,clustering,moderately
10,4.61822501587417,0.183065931878362,weak,clustering,moderately
10,2.11156579207483,0.630580675798555,weak,clustering,moderately
10,4.91460723372529,0.0661541340261767,weak,clustering,moderately
10,2.96167781654046,0.203937324098441,weak,clustering,moderately
10,3.14137030692218,0.77662638191069,weak,clustering,moderately
10,4.06056846381314,0.124456643660025,weak,clustering,moderately
40,3.10050138096844,0.493073966916558,strong,random,moderately
40,2.82240056227461,0.505398185974362,strong,random,moderately
40,3.03046298505493,0.723575065466811,strong,random,moderately
40,2.75511298968696,0.583457037806169,strong,random,moderately
40,3.49203140713369,0.794612269061612,strong,random,moderately
40,2.64896458168641,0.706229671451442,strong,random,moderately
40,1.73990299656406,0.556593278252456,strong,random,moderately
40,4.51771638207974,0.666324582974631,strong,random,moderately
40,3.64696863469277,0.821017944248577,strong,random,moderately
40,2.85978013071377,0.407846243628001,strong,random,moderately
35,3.5240344781669,0.623842762245519,strong,random,moderately
35,2.10860832595327,0.505624002466523,strong,random,moderately
35,2.96297753907774,0.319261408398018,strong,random,moderately
35,3.25375891270957,0.60451635630518,strong,random,moderately
35,2.07220335711082,0.436717750892854,strong,random,moderately
35,2.82416622382923,0.461755192740614,strong,random,moderately
35,2.24892957772061,0.635455219165772,strong,random,moderately
35,2.53404169789211,0.678920937409378,strong,random,moderately
35,2.9668943768212,0.451463983071258,strong,random,moderately
35,3.12150474272004,0.654611297951873,strong,random,moderately
30,2.39110232617125,0.628017017783039,strong,random,moderately
30,3.30375456843403,0.382020910261163,strong,random,moderately
30,2.835803329623,0.465000715314849,strong,random,moderately
30,3.71213436756813,0.439171389371704,strong,random,moderately
30,3.12525211837661,0.491757466146088,strong,random,moderately
30,3.15739874981025,0.329913463788002,strong,random,moderately
30,3.23971347979793,0.6551482759019,strong,random,moderately
30,2.70062616240962,0.389144036689264,strong,random,moderately
30,3.00886365274286,0.731227390378814,strong,random,moderately
30,2.73577196032731,0.624636995359591,strong,random,moderately
25,2.80018055123611,0.401398015691717,strong,random,moderately
25,1.79452379530092,0.46731751178938,strong,random,moderately
25,2.33668517354634,0.377666060484279,strong,random,moderately
25,2.30230610508458,0.294064229739648,strong,random,moderately
25,3.37614132530647,0.528523229296371,strong,random,moderately
25,2.84344730186071,0.681311295221097,strong,random,moderately
25,2.88767525153884,0.509391918348871,strong,random,moderately
25,3.89094878068767,0.829324848593105,strong,random,moderately
25,2.64964116802715,0.698201880892801,strong,random,moderately
25,2.51631295746531,0.525967200713009,strong,random,moderately
20,4.48351670715222,0.0521918670083103,strong,random,moderately
20,3.75367441676377,0.458664453084785,strong,random,moderately
20,1.53865775074892,0.707555320642527,strong,random,moderately
20,1.83773682908507,0.605917954109989,strong,random,moderately
20,2.37940889893956,0.612271951704576,strong,random,moderately
20,2.92016263411107,0.737423452830765,strong,random,moderately
20,3.12720864828322,0.584773216046028,strong,random,moderately
20,2.60498169103085,0.365422529650474,strong,random,moderately
20,2.5015095546398,0.525546063455538,strong,random,moderately
20,5.22207353268686,0.680747760126867,strong,random,moderately
15,2.39953996928293,0.290138969465963,strong,random,moderately
15,3.1352801015515,0.137698790701734,strong,random,moderately
15,3.30271355736026,0.275025735061905,strong,random,moderately
15,3.62297669460531,0.769796656472932,strong,random,moderately
15,3.41704815861339,0.484361720029026,strong,random,moderately
15,2.39241871078807,0.727208898384075,strong,random,moderately
15,1.10623056003031,0.52920916544977,strong,random,moderately
15,1.8244922386831,0.655787522540573,strong,random,moderately
15,2.03912404129334,0.352158381799466,strong,random,moderately
15,2.09585066615827,0.509707524832649,strong,random,moderately
10,4.28916699300033,0.895534580144817,strong,random,moderately
10,0.832674295303425,0.610448898393354,strong,random,moderately
10,1.36953164308427,0.550784654300931,strong,random,moderately
10,1.09331595475129,0.359202160586364,strong,random,moderately
10,3.9324457161937,0.167177771717592,strong,random,moderately
10,5.25844024636079,0.964385132310015,strong,random,moderately
10,0.136735830015928,0.517244210786665,strong,random,moderately
10,7.07934592666068,0.957713403636408,strong,random,moderately
10,1.03219089798784,0.331969513991121,strong,random,moderately
10,4.57375747217882,0.506667163505478,strong,random,moderately
40,2.72905909322233,0.503645818930306,weak,random,moderately
40,3.03254355697337,0.671212714041282,weak,random,moderately
40,3.03650563610837,0.633909460785786,weak,random,moderately
40,2.01867537183761,0.568707958619815,weak,random,moderately
40,3.44083416315005,0.862613370951074,weak,random,moderately
40,2.24826950588576,0.794180071147056,weak,random,moderately
40,1.7952904733561,0.601267455407357,weak,random,moderately
40,2.98281870014732,0.475520472681449,weak,random,moderately
40,2.83435118556879,0.752673287329783,weak,random,moderately
40,2.58411381948615,0.623033209982558,weak,random,moderately
35,3.35146723597157,0.669867753694229,weak,random,moderately
35,2.21467416356254,0.663403318291824,weak,random,moderately
35,2.15697068051142,0.408140225407762,weak,random,moderately
35,2.9125365766765,0.570203948235183,weak,random,moderately
35,1.33181287284491,0.507084755514129,weak,random,moderately
35,2.96331668893347,0.297872431523311,weak,random,moderately
35,2.13726621652128,0.652496343056763,weak,random,moderately
35,2.58217250524755,0.697936546102856,weak,random,moderately
35,2.63089984614326,0.235893522983073,weak,random,moderately
35,2.04396134856748,0.56510907898702,weak,random,moderately
30,1.96156654655487,0.601957045924002,weak,random,moderately
30,2.51250862223107,0.536229275835575,weak,random,moderately
30,2.75417243521362,0.626433767066201,weak,random,moderately
30,2.59884656962983,0.531643572161112,weak,random,moderately
30,2.5409315787262,0.637101270787311,weak,random,moderately
30,2.69415916936606,0.279782931562693,weak,random,moderately
30,2.60593594692967,0.610879951316717,weak,random,moderately
30,3.14123671798035,0.173528327477753,weak,random,moderately
30,2.51368746126776,0.84845802196915,weak,random,moderately
30,2.51427384643756,0.626612962698091,weak,random,moderately
25,1.44650866838411,0.452782964751084,weak,random,moderately
25,1.46637442378482,0.624643062584309,weak,random,moderately
25,2.63652830986003,0.291786631500788,weak,random,moderately
25,1.55767444276995,0.259087836112528,weak,random,moderately
25,2.95681753932235,0.475788013661699,weak,random,moderately
25,2.89826798652757,0.785609114301815,weak,random,moderately
25,2.78724640644575,0.535468657049825,weak,random,moderately
25,3.7032127990955,0.923185562587253,weak,random,moderately
25,2.23461998155999,0.702187045796038,weak,random,moderately
25,1.8682918248654,0.565425191498476,weak,random,moderately
20,3.930252766121,0.115480375914038,weak,random,moderately
20,3.35326186938096,0.441364807542916,weak,random,moderately
20,2.77104699866366,0.811556626673942,weak,random,moderately
20,1.69804142974804,0.626540828688647,weak,random,moderately
20,2.48060198471292,0.65108421163559,weak,random,moderately
20,2.5698464182945,0.694510255432539,weak,random,moderately
20,3.04349576663417,0.693003027850241,weak,random,moderately
20,1.62688464810483,0.359254263003379,weak,random,moderately
20,2.40648203104527,0.654451008548042,weak,random,moderately
20,4.40720617613561,0.759498995215253,weak,random,moderately
15,1.67589424015907,0.423024617268027,weak,random,moderately
15,2.9403678105735,0.100721196316196,weak,random,moderately
15,2.43742246506543,0.353771021307003,weak,random,moderately
15,3.06925752109091,0.52395566128634,weak,random,moderately
15,3.03145406016147,0.523492944661466,weak,random,moderately
15,2.24947701880332,0.731409668336997,weak,random,moderately
15,1.29507949152966,0.589491262193193,weak,random,moderately
15,1.89013394771535,0.769815232349916,weak,random,moderately
15,1.96082737259501,0.410361171310038,weak,random,moderately
15,1.80687076322391,0.536244113087942,weak,random,moderately
10,4.6864693107459,0.958790965328209,weak,random,moderately
10,2.76234424738348,0.820318684719005,weak,random,moderately
10,2.13536811144731,0.607502545055476,weak,random,moderately
10,0.699562002251487,0.360670409451507,weak,random,moderately
10,4.30887725172237,0.0852864108718386,weak,random,moderately
10,5.07288295285681,0.949851150546296,weak,random,moderately
10,1.51237516531824,0.743389506497235,weak,random,moderately
10,4.53196307907117,0.888891786148676,weak,random,moderately
10,1.14459946034062,0.335441255673218,weak,random,moderately
10,2.48990188894459,0.342661815979637,weak,random,moderately
